Longitud,Latitud,Rendimiento (kg/ha),Zona
-51.189720610910555,-27.42669422640796,2905.97,Área 02
-51.18972053375391,-27.4266490864286,2779.42,Área 02
-51.189720456597456,-27.426603946448946,3356.91,Área 02
-51.18972037944117,-27.426558806468996,3602.97,Área 02
-51.189720302285075,-27.426513666488763,2776.22,Área 02
-51.18972022512915,-27.42646852650823,3266.85,Área 02
-51.189720147973404,-27.426423386527397,2963.69,Área 02
-51.18972007081784,-27.426378246546285,3004.82,Área 02
-51.189719993662465,-27.42633310656488,2978.75,Área 02
-51.18971991650726,-27.426287966583168,2911.1,Área 02
-51.189719839352236,-27.42624282660118,3139.47,Área 02
-51.18971976219739,-27.426197686618895,2919.85,Área 02
-51.189719685042725,-27.42615254663631,3195.45,Área 02
-51.18971960788824,-27.426107406653436,3115.52,Área 02
-51.18971953073394,-27.42606226667027,3068.59,Área 02
-51.18971945357982,-27.426017126686816,2901.69,Área 02
-51.18971937642587,-27.425971986703058,2984.63,Área 02
-51.189719299272106,-27.425926846719015,3317.92,Área 02
-51.189719222118526,-27.425881706734685,3254.55,Área 02
-51.18971914496512,-27.42583656675005,2885.17,Área 02
-51.1897190678119,-27.425791426765134,3154.64,Área 02
-51.189718990658854,-27.425746286779916,3317.9,Área 02
-51.18971891350599,-27.425701146794413,2712.95,Área 02
-51.1897188363533,-27.425656006808612,3266.39,Área 02
-51.1897187592008,-27.425610866822524,2965.14,Área 02
-51.18971868204848,-27.425565726836137,3273.69,Área 02
-51.18971860489633,-27.42552058684946,2940.47,Área 02
-51.18971852774437,-27.425475446862492,2680.31,Área 02
-51.189718450592586,-27.42543030687523,2724.9,Área 02
-51.18971837344098,-27.42538516688768,3144.05,Área 02
-51.189718296289556,-27.42534002689983,3197.2,Área 02
-51.18971821913831,-27.425294886911686,2906.44,Área 02
-51.18971814198724,-27.425249746923253,3292.42,Área 02
-51.189718064836356,-27.425204606934532,2717.63,Área 02
-51.18971798768565,-27.425159466945516,3116.74,Área 02
-51.18971791053512,-27.425114326956205,2830.75,Área 02
-51.18971783338478,-27.425069186966596,2970.79,Área 02
-51.189717756234614,-27.425024046976706,3145.85,Área 02
-51.18971767908463,-27.424978906986514,2919.14,Área 02
-51.189717601934824,-27.424933766996038,3038.35,Área 02
-51.189717524785195,-27.424888627005263,3386.31,Área 02
-51.18971744763575,-27.424843487014193,2990.76,Área 02
-51.189717370486484,-27.424798347022833,3344.15,Área 02
-51.189717293337395,-27.424753207031188,2853.05,Área 02
-51.18971721618849,-27.424708067039244,3268.17,Área 02
-51.189717139039765,-27.424662927047006,3496.36,Área 02
-51.189717061891216,-27.42461778705448,2518.3,Área 02
-51.18971698474285,-27.424572647061655,2937.24,Área 02
-51.18971690759466,-27.42452750706854,3280.97,Área 02
-51.189716830446656,-27.42448236707514,3086.19,Área 02
-51.18971675329883,-27.424437227081437,3229.98,Área 02
-51.18971667615118,-27.424392087087437,2986.45,Área 02
-51.18971659900371,-27.424346947093156,3159.34,Área 02
-51.189716521856425,-27.424301807098583,3099.02,Área 02
-51.18971644470931,-27.42425666710371,3430.13,Área 02
-51.189599663396045,-27.426965231462237,3202.03,Área 02
-51.1895995862877,-27.426920091484313,3223.07,Área 02
-51.18959950917954,-27.4268749515061,3035.95,Área 02
-51.189599432071546,-27.42682981152759,3017.26,Área 02
-51.18959935496375,-27.42678467154879,3031.27,Área 02
-51.18959927785612,-27.426739531569698,3238.27,Área 02
-51.189599200748674,-27.426694391590306,3034.65,Área 02
-51.18959912364141,-27.426649251610637,3212.59,Área 02
-51.18959904653431,-27.426604111630667,3659.24,Área 02
-51.18959896942741,-27.426558971650397,3358.42,Área 02
-51.18959889232068,-27.426513831669844,3059.38,Área 02
-51.18959881521414,-27.426468691688996,3441.43,Área 02
-51.18959873810777,-27.426423551707845,3039.36,Área 02
-51.18959866100158,-27.42637841172642,2632.09,Área 02
-51.18959858389557,-27.426333271744692,2889.84,Área 02
-51.189598506789736,-27.42628813176267,2674.41,Área 02
-51.18959842968409,-27.42624299178036,3054.48,Área 02
-51.18959835257863,-27.426197851797756,3147.21,Área 02
-51.18959827547334,-27.426152711814858,3561.96,Área 02
-51.18959819836822,-27.42610757183167,3224.82,Área 02
-51.189598121263295,-27.426062431848187,3088.56,Área 02
-51.189598044158544,-27.426017291864408,3350.93,Área 02
-51.18959796705397,-27.42597215188034,2591.04,Área 02
-51.18959788994959,-27.425927011895983,3202.98,Área 02
-51.18959781284537,-27.425881871911336,3337.03,Área 02
-51.18959773574134,-27.425836731926385,2774.92,Área 02
-51.189597658637496,-27.425791591941145,3430.75,Área 02
-51.18959758153382,-27.425746451955614,3229.68,Área 02
-51.18959750443033,-27.425701311969792,3041.48,Área 02
-51.189597427327016,-27.425656171983675,3303.74,Área 02
-51.189597350223885,-27.425611031997267,3713.46,Área 02
-51.18959727312093,-27.425565892010564,3191.5,Área 02
-51.18959719601816,-27.42552075202357,3208.33,Área 02
-51.18959711891557,-27.425475612036287,3031.68,Área 02
-51.18959704181316,-27.425430472048713,2934.31,Área 02
-51.18959696471092,-27.425385332060838,3354.6,Área 02
-51.189596887608865,-27.42534019207267,2933.24,Área 02
-51.189596810507,-27.425295052084213,3165.39,Área 02
-51.1895967334053,-27.425249912095467,3028.33,Área 02
-51.18959665630379,-27.42520477210643,3267.74,Área 02
-51.18959657920245,-27.425159632117094,3231.65,Área 02
-51.1895965021013,-27.42511449212746,3407.87,Área 02
-51.189596425000325,-27.425069352137545,3021.22,Área 02
-51.18959634789953,-27.42502421214733,3081.5,Área 02
-51.189596270798916,-27.424979072156823,2904.53,Área 02
-51.18959619369848,-27.42493393216603,3038.39,Área 02
-51.18959611659822,-27.424888792174936,3244.03,Área 02
-51.18959603949815,-27.424843652183554,3339.2,Área 02
-51.18959596239825,-27.424798512191877,2919.65,Área 02
-51.18959588529853,-27.424753372199913,3367.84,Área 02
-51.189595808199,-27.42470823220765,3489.59,Área 02
-51.18959573109964,-27.4246630922151,3254.29,Área 02
-51.18959565400046,-27.42461795222225,3620.37,Área 02
-51.18959557690147,-27.42457281222911,2957.97,Área 02
-51.18959549980265,-27.42452767223568,2840.5,Área 02
-51.18959542270401,-27.42448253224196,2707.23,Área 02
-51.189595345605554,-27.424437392247942,3526.16,Área 02
-51.18959526850727,-27.42439225225363,3315.99,Área 02
-51.189595191409175,-27.42434711225903,3138.74,Área 02
-51.18959511431126,-27.424301972264143,3222.88,Área 02
-51.18959503721352,-27.424256832268956,2871.76,Área 02
-51.189478484114865,-27.42710081647371,3764.81,Área 02
-51.189478407055354,-27.42705567649635,3185.92,Área 02
-51.18947832999602,-27.427010536518694,3181.21,Área 02
-51.18947825293687,-27.426965396540744,3335.55,Área 02
-51.18947817587791,-27.42692025656251,3274.6,Área 02
-51.189478098819116,-27.42687511658398,3210.56,Área 02
-51.1894780217605,-27.426829976605152,2957.22,Área 02
-51.18947794470208,-27.426784836626037,3272.95,Área 02
-51.189477867643824,-27.426739696646624,3625.83,Área 02
-51.189477790585755,-27.42669455666692,3491.92,Área 02
-51.18947771352786,-27.426649416686928,3554.11,Área 02
-51.189477636470144,-27.426604276706644,3028.25,Área 02
-51.189477559412616,-27.42655913672606,2908.9,Área 02
-51.18947748235526,-27.426513996745193,3125.1,Área 02
-51.189477405298085,-27.426468856764025,3170.72,Área 02
-51.1894773282411,-27.426423716782566,3430.58,Área 02
-51.189477251184286,-27.426378576800815,2734.16,Área 02
-51.189477174127646,-27.426333436818773,3539.91,Área 02
-51.18947709707119,-27.426288296836436,3118.26,Área 02
-51.18947702001491,-27.4262431568538,3051.29,Área 02
-51.18947694295882,-27.42619801687088,2905.22,Área 02
-51.189476865902904,-27.426152876887667,2744.78,Área 02
-51.189476788847166,-27.426107736904164,3364.53,Área 02
-51.18947671179161,-27.426062596920367,3177.31,Área 02
-51.18947663473624,-27.426017456936275,2836.73,Área 02
-51.18947655768104,-27.425972316951885,2835.7,Área 02
-51.18947648062603,-27.42592717696721,3075.77,Área 02
-51.189476403571184,-27.425882036982248,3577.21,Área 02
-51.189476326516534,-27.425836896996977,3095.3,Área 02
-51.189476249462054,-27.425791757011424,2784.66,Área 02
-51.18947617240775,-27.42574661702558,3099.25,Área 02
-51.18947609535363,-27.425701477039436,3092.75,Área 02
-51.18947601829969,-27.425656337053006,2486.95,Área 02
-51.18947594124594,-27.42561119706628,3147.84,Área 02
-51.18947586419235,-27.425566057079262,3103.92,Área 02
-51.18947578713895,-27.42552091709195,3335.95,Área 02
-51.18947571008574,-27.42547577710435,3624.38,Área 02
-51.18947563303269,-27.425430637116452,3444.03,Área 02
-51.18947555597983,-27.425385497128268,3095.41,Área 02
-51.18947547892715,-27.425340357139785,2886.24,Área 02
-51.18947540187465,-27.42529521715101,3806.46,Área 02
-51.18947532482232,-27.425250077161945,3178.17,Área 02
-51.18947524777018,-27.425204937172584,3167.09,Área 02
-51.18947517071822,-27.42515979718294,3157.82,Área 02
-51.18947509366643,-27.42511465719299,3213.61,Área 02
-51.18947501661483,-27.42506951720275,3128.24,Área 02
-51.189474939563404,-27.425024377212228,3021.16,Área 02
-51.189474862512164,-27.424979237221404,3028.1,Área 02
-51.1894747854611,-27.42493409723029,3156.87,Área 02
-51.189474708410216,-27.424888957238885,3029.45,Área 02
-51.18947463135951,-27.42484381724718,2987.34,Área 02
-51.18947455430898,-27.42479867725519,3192.4,Área 02
-51.189474477258635,-27.42475353726291,3102.29,Área 02
-51.18947440020847,-27.424708397270326,3542.27,Área 02
-51.18947432315848,-27.424663257277462,2503.78,Área 02
-51.189474246108674,-27.424618117284297,3439.64,Área 02
-51.18947416905905,-27.424572977290843,3478.52,Área 02
-51.189474092009604,-27.42452783729709,2648.9,Área 02
-51.18947401496033,-27.424482697303056,3081.82,Área 02
-51.189473937911245,-27.424437557308718,3074.87,Área 02
-51.18947386086233,-27.424392417314095,2816.1,Área 02
-51.189473783813604,-27.424347277319182,2973.76,Área 02
-51.18947370676506,-27.424302137323973,2890.81,Área 02
-51.18947362971669,-27.42425699732846,3606.77,Área 02
-51.18947355266849,-27.42421185733267,3402.86,Área 02
-51.189357304538,-27.427236401378714,3487.07,Área 02
-51.189357227527324,-27.42719126140191,3349.85,Área 02
-51.189357150516834,-27.427146121424812,2887.41,Área 02
-51.18935707350652,-27.427100981447428,3038.78,Área 02
-51.18935699649639,-27.427055841469752,3292.5,Área 02
-51.189356919486436,-27.42701070149178,2864.86,Área 02
-51.18935684247667,-27.426965561513516,3348.89,Área 02
-51.189356765467075,-27.426920421534962,3110.8,Área 02
-51.18935668845766,-27.426875281556114,3077.42,Área 02
-51.18935661144842,-27.42683014157697,3349.11,Área 02
-51.18935653443937,-27.426785001597544,3282.67,Área 02
-51.18935645743049,-27.42673986161781,3081.61,Área 02
-51.18935638042179,-27.426694721637794,3461.92,Área 02
-51.18935630341328,-27.426649581657486,2902.07,Área 02
-51.18935622640494,-27.426604441676883,3326.56,Área 02
-51.18935614939678,-27.42655930169598,3321.09,Área 02
-51.189356072388804,-27.426514161714792,3095.67,Área 02
-51.18935599538101,-27.426469021733308,3254.83,Área 02
-51.18935591837339,-27.426423881751536,2860.76,Área 02
-51.18935584136595,-27.426378741769472,3404.79,Área 02
-51.18935576435869,-27.42633360178711,3127.8,Área 02
-51.18935568735161,-27.426288461804457,3043.59,Área 02
-51.189355610344705,-27.426243321821513,3436.76,Área 02
-51.18935553333799,-27.426198181838274,2998.67,Área 02
-51.18935545633144,-27.426153041854743,2822.88,Área 02
-51.18935537932508,-27.426107901870925,2786.08,Área 02
-51.1893553023189,-27.426062761886808,3326.98,Área 02
-51.189355225312895,-27.426017621902396,2855.61,Área 02
-51.18935514830707,-27.425972481917697,3614.66,Área 02
-51.18935507130143,-27.425927341932702,2655.72,Área 02
-51.18935499429597,-27.42588220194742,3600.56,Área 02
-51.18935491729068,-27.42583706196184,3229.44,Área 02
-51.189354840285574,-27.425791921975964,3152.75,Área 02
-51.18935476328065,-27.4257467819898,3040.94,Área 02
-51.189354686275905,-27.42570164200335,3277.19,Área 02
-51.189354609271334,-27.425656502016597,3168.24,Área 02
-51.18935453226695,-27.42561136202956,3453.72,Área 02
-51.18935445526274,-27.425566222042217,3206.69,Área 02
-51.18935437825871,-27.425521082054594,3215.95,Área 02
-51.18935430125486,-27.42547594206668,3087.71,Área 02
-51.1893542242512,-27.42543080207846,3164.62,Área 02
-51.189354147247705,-27.425385662089962,3256.05,Área 02
-51.18935407024439,-27.425340522101163,2751.79,Área 02
-51.18935399324126,-27.42529538211207,2842.53,Área 02
-51.18935391623831,-27.425250242122686,3365.63,Área 02
-51.189353839235544,-27.425205102133017,3222.78,Área 02
-51.189353762232955,-27.42515996214305,3134.3,Área 02
-51.18935368523054,-27.425114822152782,3185.15,Área 02
-51.18935360822831,-27.42506968216223,3267.68,Área 02
-51.18935353122625,-27.425024542171382,3046.08,Área 02
-51.18935345422438,-27.424979402180252,2986.69,Área 02
-51.18935337722269,-27.424934262188817,3230.47,Área 02
-51.18935330022117,-27.424889122197097,2937.15,Área 02
-51.18935322321983,-27.424843982205076,3284.05,Área 02
-51.18935314621868,-27.424798842212773,2756.58,Área 02
-51.1893530692177,-27.42475370222017,3439.76,Área 02
-51.189352992216904,-27.424708562227273,3300.86,Área 02
-51.18935291521629,-27.42466342223409,3246.96,Área 02
-51.189352838215854,-27.424618282240612,3428.86,Área 02
-51.189352761215595,-27.42457314224684,3599.8,Área 02
-51.189352684215514,-27.424528002252774,3437.26,Área 02
-51.18935260721561,-27.424482862258422,2723.69,Área 02
-51.1893525302159,-27.424437722263765,2864.26,Área 02
-51.18935245321636,-27.424392582268826,3028.19,Área 02
-51.189352376216995,-27.42434744227359,3191.15,Área 02
-51.189352299217816,-27.424302302278065,3314.29,Área 02
-51.189352222218815,-27.424257162282245,3003.68,Área 02
-51.18935214522,-27.424212022286138,3232.04,Área 02
-51.18923604770363,-27.42732684620099,2996.75,Área 02
-51.189235970741976,-27.427281706224463,3032.95,Área 02
-51.1892358937805,-27.427236566247636,2834.41,Área 02
-51.189235816819206,-27.427191426270518,2955.51,Área 02
-51.18923573985809,-27.42714628629311,2848.63,Área 02
-51.189235662897154,-27.427101146315405,2942.83,Área 02
-51.189235585936395,-27.42705600633742,3450.44,Área 02
-51.18923550897582,-27.42701086635913,2949.92,Área 02
-51.18923543201542,-27.426965726380544,3845.61,Área 02
-51.1892353550552,-27.42692058640168,3311.08,Área 02
-51.18923527809516,-27.426875446422514,3234.2,Área 02
-51.189235201135304,-27.426830306443055,2973.64,Área 02
-51.189235124175624,-27.426785166463308,3363.55,Área 02
-51.18923504721612,-27.426740026483262,3044.8,Área 02
-51.189234970256805,-27.426694886502926,3219.46,Área 02
-51.189234893297666,-27.4266497465223,3829.21,Área 02
-51.1892348163387,-27.426604606541378,3165.42,Área 02
-51.18923473937992,-27.42655946656016,3476.99,Área 02
-51.18923466242131,-27.426514326578662,3014.12,Área 02
-51.18923458546289,-27.42646918659686,3181.4,Área 02
-51.18923450850465,-27.426424046614773,3633.09,Área 02
-51.18923443154658,-27.426378906632383,3033.89,Área 02
-51.18923435458869,-27.42633376664971,3643.98,Área 02
-51.18923427763099,-27.426288626666743,3368.05,Área 02
-51.18923420067346,-27.42624348668348,3050.73,Área 02
-51.18923412371611,-27.426198346699927,3349.69,Área 02
-51.18923404675895,-27.426153206716076,3434.97,Área 02
-51.18923396980196,-27.426108066731942,3347.52,Área 02
-51.18923389284515,-27.42606292674751,2799.75,Área 02
-51.18923381588852,-27.426017786762785,3010.76,Área 02
-51.189233738932074,-27.42597264677777,3130.9,Área 02
-51.1892336619758,-27.42592750679246,3174.42,Área 02
-51.18923358501971,-27.42588236680686,3348.43,Área 02
-51.18923350806379,-27.425837226820963,3237.93,Área 02
-51.18923343110806,-27.42579208683477,2859.9,Área 02
-51.18923335415251,-27.425746946848296,3289.03,Área 02
-51.18923327719714,-27.42570180686152,3346.87,Área 02
-51.18923320024194,-27.425656666874456,3334.41,Área 02
-51.18923312328693,-27.425611526887103,3464.89,Área 02
-51.18923304633209,-27.42556638689944,3403.42,Área 02
-51.189232969377436,-27.4255212469115,3309.97,Área 02
-51.18923289242296,-27.42547610692327,3177.87,Área 02
-51.189232815468664,-27.425430966934737,2780.41,Área 02
-51.18923273851454,-27.42538582694592,3303.3,Área 02
-51.1892326615606,-27.425340686956805,3248.05,Área 02
-51.18923258460685,-27.425295546967398,3264.26,Área 02
-51.18923250765327,-27.4252504069777,2877.42,Área 02
-51.18923243069987,-27.42520526698771,2926.58,Área 02
-51.18923235374665,-27.425160126997433,3460.37,Área 02
-51.189232276793604,-27.425114987006847,3187.43,Área 02
-51.189232199840745,-27.42506984701598,3367.94,Área 02
-51.18923212288806,-27.425024707024818,3204.88,Área 02
-51.189232045935555,-27.42497956703336,3205.48,Área 02
-51.189231968983236,-27.424934427041617,3432.85,Área 02
-51.18923189203109,-27.424889287049577,3069.5,Área 02
-51.189231815079125,-27.424844147057243,3222.78,Área 02
-51.18923173812734,-27.42479900706462,3083.42,Área 02
-51.18923166117573,-27.424753867071708,3090.61,Área 02
-51.18923158422431,-27.424708727078492,3122.18,Área 02
-51.189231507273064,-27.42466358708499,3255.24,Área 02
