Latitud,Longitud,P(ppm),K(ppm),N(ppm),S(ppm),pH,Compactacion(MPa)
-27.4255204816321,-51.19032565051,27.5,228.3,38.3,23.8,6.06,2.59
-27.4255656216172,-51.190325727909,25.2,220.3,49.3,27.5,6.0,2.33
-27.425610761602,-51.1903258053082,30.2,233.9,45.2,25.4,5.96,2.45
-27.4256559015865,-51.1903258827076,26.8,233.8,49.7,24.8,5.98,2.43
-27.4257010415707,-51.1903259601071,24.8,230.7,43.4,27.8,5.98,2.12
-27.4257461815546,-51.1903260375069,26.3,242.5,47.2,21.6,5.91,2.3
-27.4257913215383,-51.1903261149068,30.7,233.4,45.4,25.7,5.93,2.13
-27.4258364615216,-51.1903261923069,27.8,242.0,51.6,26.0,6.12,1.75
-27.4258816015046,-51.1903262697071,27.0,219.6,44.6,22.9,6.23,2.1
-27.4259267414874,-51.1903263471076,30.2,241.3,49.8,22.7,6.12,1.86
-27.4259718814698,-51.1903264245082,30.2,233.5,46.3,24.9,5.88,2.23
-27.426017021452,-51.190326501909,28.0,267.5,55.6,26.5,6.1,1.82
-27.4260621614338,-51.19032657931,28.1,217.2,45.7,26.4,6.01,1.89
-27.4261073014154,-51.1903266567112,30.2,237.0,46.4,24.9,6.18,2.23
-27.4261524413967,-51.1903267341126,25.2,236.1,47.9,26.2,6.02,2.04
-27.4261975813777,-51.1903268115141,25.3,260.1,53.9,22.3,6.05,1.83
-27.4263098471873,-51.1902258289995,27.4,221.2,49.1,25.3,6.01,2.09
-27.4262647072068,-51.1902257516387,28.9,246.9,48.5,29.2,5.95,1.79
-27.426219567226,-51.190225674278,30.5,248.5,47.6,22.7,6.02,2.05
-27.4261744272449,-51.1902255969175,34.0,265.5,50.6,21.7,6.03,1.86
-27.4261292872635,-51.1902255195572,32.2,230.0,46.4,24.7,5.8,2.12
-27.4260841472818,-51.1902254421971,29.1,221.0,45.4,28.7,6.13,1.83
-27.4260390072998,-51.1902253648372,29.6,256.7,48.5,29.4,6.14,1.62
-27.4259938673175,-51.1902252874774,26.6,219.4,46.5,19.7,6.19,1.96
-27.4259487273349,-51.1902252101179,29.6,237.0,47.1,22.1,6.1,2.16
-27.4259035873521,-51.1902251327585,28.8,242.7,39.0,19.8,6.08,1.58
-27.4258584473689,-51.1902250553993,30.6,259.9,56.1,27.4,5.89,1.7
-27.4258133073855,-51.1902249780402,27.2,216.8,49.6,29.6,6.05,1.92
-27.4257681674017,-51.1902249006814,31.3,241.8,49.5,23.6,6.21,2.18
-27.4257230274177,-51.1902248233227,34.3,248.3,45.5,25.9,5.99,2.16
-27.4256778874333,-51.1902247459642,29.4,230.7,47.3,27.6,6.0,1.88
-27.4256327474487,-51.1902246686059,30.9,240.8,43.9,24.9,6.04,2.25
-27.4255876074638,-51.1902245912478,31.8,265.8,45.2,28.6,6.15,1.99
-27.4255424674786,-51.1902245138898,28.5,238.0,48.4,28.4,6.09,2.28
-27.4254973274931,-51.190224436532,30.4,240.9,50.3,20.8,6.01,1.7
-27.4254521875073,-51.1902243591744,29.8,266.0,52.1,28.3,6.06,2.01
-27.4254070475212,-51.190224281817,30.1,244.0,53.7,23.6,6.24,1.94
-27.4253619075348,-51.1902242044598,27.5,275.2,55.7,26.9,5.96,2.03
-27.4253167675482,-51.1902241271027,29.9,215.8,52.9,22.5,6.0,2.12
-27.4252716275612,-51.1902240497459,31.3,243.2,49.3,24.0,6.02,2.09
-27.4252264875739,-51.1902239723892,34.2,264.2,51.9,31.9,6.19,2.17
-27.4251813475864,-51.1902238950327,32.7,234.4,49.0,22.9,5.99,1.94
-27.4251362075986,-51.1902238176763,36.3,244.2,45.0,23.0,5.97,2.08
-27.4250910676104,-51.1902237403202,27.6,274.2,60.1,24.4,6.08,1.94
-27.425045927622,-51.1902236629642,32.5,233.5,54.5,15.8,6.14,2.11
-27.4250007876333,-51.1902235856084,30.4,258.8,52.3,26.7,6.12,2.01
-27.4249556476443,-51.1902235082528,36.5,264.1,50.8,23.1,5.92,1.56
-27.424910507655,-51.1902234308974,27.5,250.8,53.3,19.5,6.11,2.15
-27.4248653676654,-51.1902233535422,27.4,250.2,51.4,18.7,6.08,1.95
-27.4248202276755,-51.1902232761871,28.1,228.9,50.5,26.7,6.18,1.76
-27.4247750876853,-51.1902231988322,23.6,264.1,55.2,23.9,6.05,2.13
-27.4247299476948,-51.1902231214775,28.4,224.5,50.1,30.9,5.99,1.6
-27.424684807704,-51.190223044123,27.7,257.5,56.2,32.2,5.86,2.01
-27.424639667713,-51.1902229667686,30.4,239.4,50.7,21.4,6.22,2.01
-27.4245945277216,-51.1902228894145,31.0,241.9,42.7,19.5,6.24,2.26
-27.42454938773,-51.1902228120605,35.6,245.9,52.4,27.5,5.98,1.76
-27.4245042477381,-51.1902227347067,32.9,260.0,47.0,22.9,6.01,1.85
-27.4244591077458,-51.1902226573531,28.3,281.3,45.0,22.8,5.98,2.16
-27.4244139677533,-51.1902225799996,27.3,252.4,46.8,24.9,6.12,2.06
-27.4243688277605,-51.1902225026464,31.5,235.8,42.4,21.7,6.0,2.17
-27.424347118016,-51.190121292215,26.1,221.5,53.9,16.6,6.04,1.99
-27.4243922580092,-51.190121369527,35.5,273.6,52.2,25.2,6.08,1.74
-27.4244373980022,-51.1901214468393,33.6,254.0,51.3,22.8,5.96,2.35
-27.4244825379948,-51.1901215241516,28.7,245.9,44.2,22.3,6.13,1.96
-27.4245276779872,-51.1901216014642,24.9,251.8,52.7,21.3,6.17,1.64
-27.4245728179792,-51.190121678777,34.2,266.1,60.3,26.7,6.31,1.68
-27.424617957971,-51.1901217560899,29.8,242.6,51.1,23.9,6.09,1.84
-27.4246630979624,-51.190121833403,33.8,237.6,47.3,25.8,5.89,1.97
-27.4247082379536,-51.1901219107163,25.3,224.8,44.5,23.9,5.98,1.95
-27.4247533779445,-51.1901219880298,28.3,229.5,46.5,22.9,5.98,2.04
-27.4247985179351,-51.1901220653435,30.2,244.2,59.0,24.9,6.08,2.24
-27.4248436579254,-51.1901221426573,30.3,272.7,48.0,19.7,6.11,1.85
-27.4248887979154,-51.1901222199713,28.8,241.1,42.1,24.7,6.05,2.0
-27.4249339379051,-51.1901222972855,32.1,256.6,51.9,28.1,6.07,2.36
-27.4249790778945,-51.1901223745999,27.0,274.0,48.0,25.2,6.1,1.89
-27.4250242178836,-51.1901224519145,29.8,259.2,45.3,20.1,6.08,1.96
-27.4250693578725,-51.1901225292292,30.6,291.1,53.5,23.6,6.09,1.89
-27.425114497861,-51.1901226065441,31.8,253.1,48.6,20.2,5.8,2.25
-27.4251596378493,-51.1901226838592,32.4,248.6,51.3,21.7,6.15,1.82
-27.4252047778372,-51.1901227611745,26.9,244.2,50.8,25.3,6.14,1.86
-27.4252499178249,-51.1901228384899,25.7,291.8,57.8,20.5,6.08,1.75
-27.4252950578122,-51.1901229158056,34.1,276.4,52.6,25.4,6.28,1.88
-27.4253401977993,-51.1901229931214,31.3,222.9,53.0,22.4,6.11,1.86
-27.4253853377861,-51.1901230704374,28.0,294.4,45.5,24.7,5.96,2.06
-27.4254304777726,-51.1901231477536,35.0,262.2,42.3,28.3,6.12,1.8
-27.4254756177588,-51.1901232250699,30.7,254.9,63.4,26.8,6.07,2.45
-27.4255207577447,-51.1901233023865,33.9,262.8,54.2,24.6,5.99,1.6
-27.4255658977303,-51.1901233797032,30.5,233.3,45.2,26.3,6.3,1.73
-27.4256110377156,-51.1901234570201,36.5,256.5,56.2,24.5,6.0,2.16
-27.4256561777007,-51.1901235343372,35.6,246.5,50.8,24.9,6.2,1.99
-27.4257013176854,-51.1901236116545,29.6,245.6,49.0,29.2,5.98,2.19
-27.4257464576699,-51.1901236889719,33.3,272.0,47.3,25.4,6.02,1.75
-27.425791597654,-51.1901237662895,32.3,247.6,51.9,22.0,5.97,1.82
-27.4258367376379,-51.1901238436073,34.5,255.0,57.3,20.7,6.01,2.01
-27.4258818776214,-51.1901239209253,27.5,259.6,55.8,26.0,6.06,1.87
-27.4259270176047,-51.1901239982435,32.5,272.0,61.4,22.2,6.12,2.12
-27.4259721575877,-51.1901240755618,33.6,278.6,49.6,23.1,6.01,1.8
-27.4260172975704,-51.1901241528803,25.2,253.6,50.9,28.0,6.19,2.08
-27.4260624375528,-51.190124230199,26.9,245.8,55.5,26.0,6.08,1.85
-27.4261075775349,-51.1901243075179,24.3,291.6,54.1,23.6,6.0,1.58
-27.4261527175167,-51.190124384837,29.7,202.0,61.9,26.3,6.01,2.07
-27.4261978574982,-51.1901244621562,32.6,271.0,62.1,21.3,6.18,1.94
-27.4262429974794,-51.1901245394757,35.0,250.8,49.2,33.7,5.91,1.98
-27.4262881374604,-51.1901246167953,30.7,265.2,40.7,22.0,6.19,2.0
-27.426333277441,-51.1901246941151,35.4,254.7,37.0,23.2,6.25,1.74
-27.4263784174213,-51.190124771435,26.4,279.6,53.0,26.4,5.94,2.15
-27.4264235574014,-51.1901248487552,25.4,262.4,48.9,28.2,6.06,2.2
-27.4265358230632,-51.1900238658313,30.4,225.7,54.5,22.1,6.19,1.96
-27.4264906830836,-51.1900237885518,31.7,224.9,48.0,25.8,6.03,1.8
-27.4264455431037,-51.1900237112725,30.5,250.0,59.1,24.0,6.06,2.2
-27.4264004031236,-51.1900236339934,24.4,266.5,44.5,21.0,6.07,2.08
-27.4263552631431,-51.1900235567145,30.3,280.6,48.3,22.5,6.18,2.13
-27.4263101231623,-51.1900234794358,26.7,241.2,48.3,23.8,6.1,1.9
-27.4262649831813,-51.1900234021573,32.6,210.4,53.6,25.8,6.01,1.76
-27.4262198431999,-51.1900233248789,31.7,263.3,48.5,23.7,6.3,2.11
-27.4261747032183,-51.1900232476007,27.8,255.6,49.0,24.5,6.05,2.04
-27.4261295632363,-51.1900231703227,29.1,257.7,57.0,21.5,6.03,1.6
-27.4260844232541,-51.1900230930449,27.5,232.9,56.5,25.1,6.01,1.83
-27.4260392832716,-51.1900230157672,30.5,278.9,52.8,21.2,6.02,2.12
-27.4259941432888,-51.1900229384898,33.5,238.8,45.7,28.3,5.93,1.52
-27.4259490033057,-51.1900228612125,27.7,261.4,53.1,27.7,5.99,2.0
-27.4259038633223,-51.1900227839354,32.2,260.8,55.2,24.3,6.04,2.01
-27.4258587233386,-51.1900227066584,29.1,266.3,50.5,32.7,6.18,1.9
-27.4258135833546,-51.1900226293817,28.3,240.5,47.2,25.2,6.16,1.66
-27.4257684433703,-51.1900225521051,30.4,237.0,48.5,28.8,6.18,1.81
-27.4257233033858,-51.1900224748287,27.6,272.7,52.5,29.5,6.12,1.66
-27.4256781634009,-51.1900223975525,29.1,266.7,58.0,25.4,6.22,1.76
-27.4256330234158,-51.1900223202765,27.2,262.5,46.6,22.1,6.07,2.02
-27.4255878834303,-51.1900222430007,36.7,278.4,53.3,25.0,6.21,2.03
-27.4255427434446,-51.190022165725,30.9,262.8,56.4,23.7,6.13,1.73
-27.4254976034586,-51.1900220884495,28.7,248.6,53.5,27.2,6.16,2.17
-27.4254524634722,-51.1900220111742,31.5,266.4,56.2,25.8,6.13,1.75
-27.4254073234856,-51.1900219338991,30.5,265.2,48.5,23.6,6.08,2.19
-27.4253621834987,-51.1900218566241,30.2,265.8,50.3,29.2,6.03,2.05
-27.4253170435115,-51.1900217793494,32.7,238.7,44.4,28.8,6.1,1.85
-27.425271903524,-51.1900217020748,33.1,236.8,48.0,24.4,6.08,1.76
-27.4252267635362,-51.1900216248004,29.3,274.1,47.2,23.8,6.19,2.12
-27.4251816235481,-51.1900215475262,29.1,253.6,46.4,22.2,5.97,2.0
-27.4251364835598,-51.1900214702521,30.1,217.8,54.5,23.7,6.26,1.65
-27.4250913435711,-51.1900213929783,24.0,229.3,43.0,23.4,5.99,1.68
-27.4250462035822,-51.1900213157046,26.4,230.4,45.0,25.3,6.13,2.05
-27.4250010635929,-51.1900212384311,35.0,278.2,55.3,20.5,5.95,2.05
-27.4249559236034,-51.1900211611578,35.9,256.0,50.1,23.3,5.87,1.84
-27.4249107836135,-51.1900210838846,30.2,257.8,46.0,21.1,5.97,1.77
-27.4248656436234,-51.1900210066116,32.7,250.1,53.8,27.0,6.03,1.92
-27.424820503633,-51.1900209293389,31.9,236.0,50.3,27.3,5.88,2.13
-27.4247753636423,-51.1900208520663,40.2,272.5,52.7,27.8,6.3,1.75
-27.4247302236513,-51.1900207747938,34.3,270.4,52.5,27.2,6.07,1.88
-27.42468508366,-51.1900206975216,30.6,243.4,50.3,23.8,5.83,2.15
-27.4246399436684,-51.1900206202495,28.1,285.6,47.3,23.7,6.11,2.04
-27.4245948036765,-51.1900205429777,26.2,272.5,50.0,27.5,6.16,1.7
-27.4245496636843,-51.1900204657059,31.6,240.6,53.1,20.2,6.18,1.9
-27.4245045236919,-51.1900203884344,28.8,252.0,53.6,27.2,6.23,1.79
-27.4244593836991,-51.1900203111631,26.8,250.5,53.1,26.4,5.97,1.88
-27.424414243706,-51.1900202338919,29.1,264.2,49.9,27.4,6.22,2.41
-27.4243691037127,-51.1900201566209,27.8,229.5,53.3,21.3,6.12,2.01
-27.4243239637191,-51.1900200793501,36.1,244.0,44.3,24.9,6.09,2.4
-27.4243022538271,-51.1899188689984,33.7,274.1,53.6,22.4,6.07,2.16
-27.4243473938211,-51.189918946228,31.1,226.5,55.7,28.6,5.99,1.9
-27.4243925338149,-51.1899190234577,35.6,254.4,36.2,30.0,5.98,1.78
-27.4244376738083,-51.1899191006877,31.4,233.9,56.9,25.7,5.99,2.2
-27.4244828138015,-51.1899191779178,28.6,276.8,59.5,33.6,6.11,1.54
-27.4245279537944,-51.1899192551481,35.7,265.5,54.1,23.2,6.07,1.78
-27.424573093787,-51.1899193323785,32.8,229.3,41.0,26.9,6.02,1.9
-27.4246182337793,-51.1899194096092,28.1,237.9,52.3,26.6,6.16,2.13
-27.4246633737712,-51.18991948684,30.6,259.1,47.8,25.7,5.97,1.99
-27.424708513763,-51.189919564071,28.6,212.8,52.0,24.5,6.03,2.21
-27.4247536537544,-51.1899196413022,27.1,237.0,53.7,24.7,6.24,1.88
-27.4247987937455,-51.1899197185336,34.0,242.6,55.2,28.6,6.0,1.89
-27.4248439337363,-51.1899197957652,36.9,284.9,53.0,25.1,6.31,2.07
-27.4248890737268,-51.1899198729969,27.0,247.7,50.6,19.5,6.3,2.15
-27.4249342137171,-51.1899199502288,32.9,272.5,59.0,28.4,6.05,1.9
-27.424979353707,-51.1899200274609,29.3,249.9,47.6,29.7,5.94,1.91
-27.4250244936967,-51.1899201046932,29.8,274.4,45.5,19.7,6.17,1.83
-27.425069633686,-51.1899201819256,29.5,228.5,50.6,27.6,6.05,1.9
-27.4251147736751,-51.1899202591583,28.7,245.2,50.2,29.1,6.11,1.58
-27.4251599136639,-51.1899203363911,31.4,257.5,47.8,25.1,6.17,1.67
-27.4252050536524,-51.1899204136241,28.8,263.4,54.7,20.8,6.07,1.72
-27.4252501936406,-51.1899204908572,32.1,266.4,49.4,23.8,6.06,1.67
-27.4252953336285,-51.1899205680906,31.2,263.8,55.5,27.0,5.95,1.76
-27.4253404736161,-51.1899206453241,30.6,270.2,43.8,24.7,5.88,2.18
-27.4253856136034,-51.1899207225578,28.6,259.9,48.2,30.4,6.22,1.76
-27.4254307535904,-51.1899207997917,29.6,263.7,57.1,22.0,6.09,1.88
-27.4254758935771,-51.1899208770258,33.6,240.0,49.2,25.9,6.11,1.63
-27.4255210335636,-51.1899209542601,32.9,228.0,48.3,22.8,6.02,2.06
-27.4255661735497,-51.1899210314945,28.5,238.1,59.5,26.8,5.93,1.81
-27.4256113135356,-51.1899211087291,31.7,226.8,59.1,24.5,5.91,1.87
-27.4256564535211,-51.1899211859639,33.7,265.1,46.4,29.6,6.08,2.15
-27.4257015935064,-51.1899212631989,26.4,279.5,51.0,29.3,6.22,1.83
-27.4257467334914,-51.189921340434,33.1,241.8,52.6,30.9,6.38,2.29
-27.425791873476,-51.1899214176694,29.5,281.0,54.2,24.6,6.26,2.11
-27.4258370134604,-51.1899214949049,33.2,270.0,45.2,27.6,6.18,1.57
-27.4258821534445,-51.1899215721406,29.2,250.0,45.8,23.0,6.01,2.0
-27.4259272934283,-51.1899216493765,26.1,254.1,54.1,28.8,6.11,1.92
-27.4259724334118,-51.1899217266125,26.6,283.5,57.0,24.0,6.31,2.22
-27.4260175733951,-51.1899218038488,31.6,214.8,50.2,25.3,6.18,1.87
-27.426062713378,-51.1899218810852,32.3,283.6,49.8,29.5,5.96,2.04
-27.4261078533606,-51.1899219583218,28.8,279.4,53.0,26.4,6.19,2.35
-27.426152993343,-51.1899220355585,33.5,249.7,53.0,24.9,6.07,2.05
-27.426198133325,-51.1899221127955,26.6,259.7,53.3,26.2,6.2,1.8
-27.4262432733068,-51.1899221900326,31.4,294.2,64.2,30.9,6.07,1.76
-27.4262884132882,-51.1899222672699,27.9,235.6,47.9,27.0,6.07,1.83
-27.4263335532694,-51.1899223445074,29.6,258.2,48.0,19.4,6.15,2.08
-27.4263786932503,-51.1899224217451,31.7,274.9,50.3,25.4,6.22,1.7
-27.4264238332308,-51.189922498983,29.0,266.2,52.7,29.1,6.08,1.96
-27.4264689732111,-51.189922576221,30.5,263.1,49.0,25.1,6.03,1.99
-27.4265141131911,-51.1899226534592,34.6,298.5,50.0,28.2,6.14,1.94
-27.4265592531708,-51.1899227306976,29.9,240.1,47.0,28.1,6.05,2.03
-27.4266043931503,-51.1899228079362,34.2,241.1,47.8,28.2,6.16,1.91
-27.4266495331294,-51.189922885175,28.3,212.1,45.1,21.7,6.21,1.47
-27.4267617986433,-51.1898219018417,33.3,240.9,54.9,26.7,6.03,1.91
-27.4267166586647,-51.1898218246436,36.0,249.3,49.7,33.5,6.08,1.99
-27.4266715186857,-51.1898217474458,24.3,269.0,56.4,26.4,6.1,1.86
-27.4266263787065,-51.1898216702481,29.3,281.9,55.4,30.5,6.28,1.87
-27.4265812387269,-51.1898215930505,33.4,243.5,62.0,31.0,6.06,1.91
-27.4265360987471,-51.1898215158532,31.1,260.0,52.0,25.1,6.27,1.88
-27.426490958767,-51.189821438656,32.8,290.9,53.9,30.8,6.0,2.02
-27.4264458187866,-51.1898213614591,29.9,259.3,47.4,28.2,6.03,1.93
-27.4264006788059,-51.1898212842623,32.0,273.5,51.7,27.9,6.16,1.77
-27.4263555388249,-51.1898212070657,31.3,285.6,54.7,25.4,6.26,1.77
-27.4263103988436,-51.1898211298692,35.3,244.7,46.1,26.3,6.11,1.92
-27.426265258862,-51.189821052673,32.5,240.7,55.3,28.6,6.15,1.84
-27.4262201188801,-51.1898209754769,32.8,295.9,53.5,21.3,6.28,1.96
-27.4261749788979,-51.189820898281,30.6,275.1,52.3,32.0,6.07,1.84
-27.4261298389155,-51.1898208210853,30.4,237.1,53.4,23.7,6.32,1.7
-27.4260846989327,-51.1898207438897,30.5,242.6,51.7,31.0,6.18,1.48
-27.4260395589497,-51.1898206666944,33.0,259.8,54.0,31.1,6.1,1.92
-27.4259944189663,-51.1898205894992,30.6,291.7,57.7,23.3,6.05,1.91
-27.4259492789827,-51.1898205123042,32.7,283.6,59.8,30.2,6.11,1.74
-27.4259041389988,-51.1898204351094,38.1,285.4,50.2,28.8,6.03,1.9
-27.4258589990146,-51.1898203579147,34.5,255.4,54.3,23.0,6.25,1.73
-27.4258138590301,-51.1898202807203,30.9,264.0,48.1,30.5,6.17,2.02
-27.4257687190453,-51.189820203526,35.5,248.3,65.0,27.2,6.22,1.69
-27.4257235790602,-51.1898201263319,30.7,256.0,56.9,28.1,5.84,1.94
-27.4256784390748,-51.189820049138,25.8,242.0,48.3,29.3,6.3,1.59
-27.4256332990891,-51.1898199719442,28.9,247.1,60.4,24.6,6.09,1.81
-27.4255881591031,-51.1898198947507,26.3,250.1,44.8,28.0,6.16,1.75
-27.4255430191168,-51.1898198175573,30.9,261.8,48.7,26.1,6.13,1.59
-27.4254978791303,-51.1898197403641,32.0,273.2,49.9,25.8,5.98,1.93
-27.4254527391434,-51.1898196631711,37.0,298.2,51.8,27.5,6.19,1.99
-27.4254075991563,-51.1898195859783,33.0,257.6,56.0,26.0,6.1,1.63
-27.4253624591689,-51.1898195087856,31.3,276.8,48.6,28.7,6.22,1.61
-27.4253173191811,-51.1898194315931,34.5,261.5,50.7,25.6,6.15,1.73
-27.4252721791931,-51.1898193544008,25.4,284.4,52.3,25.7,6.21,1.85
-27.4252270392048,-51.1898192772087,32.7,240.1,56.3,24.8,6.14,1.94
-27.4251818992162,-51.1898192000168,34.4,254.6,51.3,22.9,6.19,2.02
-27.4251367592273,-51.189819122825,27.6,278.7,54.4,31.0,6.23,2.14
-27.4250916192381,-51.1898190456334,35.5,277.1,55.2,27.7,6.15,2.11
-27.4250464792486,-51.189818968442,33.1,277.6,55.5,33.2,6.23,1.75
-27.4250013392588,-51.1898188912508,30.8,293.8,40.1,27.9,6.08,1.95
-27.4249561992688,-51.1898188140598,34.0,231.1,54.5,22.9,6.16,1.88
-27.4249110592784,-51.1898187368689,38.9,240.7,44.3,28.7,6.25,1.87
-27.4248659192877,-51.1898186596782,32.7,277.1,53.1,26.6,6.1,1.91
-27.4248207792968,-51.1898185824877,32.9,282.2,52.3,29.0,6.31,2.0
-27.4247756393056,-51.1898185052974,30.8,279.2,56.4,24.6,6.07,2.32
-27.424730499314,-51.1898184281073,29.6,320.3,43.6,23.2,6.27,1.92
-27.4246853593222,-51.1898183509173,34.7,247.9,47.7,27.7,6.04,1.81
-27.4246402193301,-51.1898182737275,29.6,273.7,51.1,23.6,6.19,1.6
-27.4245950793377,-51.1898181965379,32.4,265.0,51.3,23.6,5.99,1.91
-27.424549939345,-51.1898181193485,30.8,278.9,54.6,26.9,6.14,2.27
-27.424504799352,-51.1898180421593,33.6,274.1,47.4,26.4,6.23,1.86
-27.4244596593587,-51.1898179649702,33.2,256.3,54.5,26.9,6.28,1.61
-27.4244145193651,-51.1898178877814,35.3,274.5,52.7,28.1,6.23,2.22
-27.4243693793712,-51.1898178105926,30.7,268.5,60.4,25.8,6.17,1.79
-27.4243242393771,-51.1898177334041,31.4,269.4,48.0,23.7,6.05,1.97
-27.4242790993826,-51.1898176562158,29.3,289.6,57.8,32.4,6.3,1.76
-27.4242573893431,-51.1897164459437,30.9,316.6,52.2,23.8,5.99,1.65
-27.424302529338,-51.1897165230908,33.4,228.8,50.1,30.3,6.05,1.85
-27.4243476693326,-51.1897166002381,34.6,293.0,61.0,20.3,6.18,1.93
-27.4243928093268,-51.1897166773855,29.5,280.1,51.3,27.3,6.3,2.05
-27.4244379493208,-51.1897167545332,34.9,252.5,55.5,24.0,6.05,1.85
-27.4244830893145,-51.189716831681,36.4,260.2,52.4,25.0,6.18,2.01
-27.4245282293079,-51.189716908829,33.6,285.2,52.4,26.7,6.1,1.91
-27.424573369301,-51.1897169859772,38.0,268.6,56.5,29.8,6.11,1.77
-27.4246185092938,-51.1897170631256,30.0,266.7,57.2,27.9,6.21,2.05
-27.4246636492864,-51.1897171402741,28.6,254.0,49.8,24.6,6.22,1.77
-27.4247087892786,-51.1897172174229,27.0,252.7,50.2,29.8,6.06,2.15
-27.4247539292705,-51.1897172945718,36.9,248.6,36.5,27.1,6.09,1.74
-27.4247990692622,-51.1897173717209,34.4,257.8,51.9,33.4,6.14,1.99
-27.4248442092535,-51.1897174488701,32.2,265.5,60.6,29.9,6.2,1.71
-27.4248893492446,-51.1897175260196,33.3,275.3,61.4,27.7,6.09,1.91
-27.4249344892354,-51.1897176031692,29.1,251.8,53.6,27.7,5.99,2.05
-27.4249796292258,-51.189717680319,39.8,283.4,61.4,29.8,6.05,2.05
-27.425024769216,-51.189717757469,32.8,250.2,59.5,25.3,6.03,1.71
-27.4250699092059,-51.1897178346192,32.8,283.9,56.9,30.3,6.15,2.3
-27.4251150491955,-51.1897179117695,34.7,251.2,47.3,26.0,6.24,2.01
-27.4251601891848,-51.1897179889201,33.9,309.0,52.4,24.7,6.13,1.69
-27.4252053291738,-51.1897180660708,33.2,281.7,48.8,25.1,6.03,2.04
-27.4252504691626,-51.1897181432217,30.1,285.6,48.4,24.1,6.1,1.34
-27.425295609151,-51.1897182203727,33.9,265.5,55.4,22.4,6.11,2.13
-27.4253407491391,-51.189718297524,38.2,281.1,56.8,27.2,6.06,1.82
-27.425385889127,-51.1897183746754,36.6,244.0,42.8,24.2,6.18,1.71
-27.4254310291145,-51.189718451827,37.3,249.6,51.5,31.2,6.36,1.72
-27.4254761691018,-51.1897185289788,31.0,263.1,48.5,22.6,6.12,2.18
-27.4255213090887,-51.1897186061308,29.6,299.7,53.9,26.1,6.23,1.51
-27.4255664490754,-51.1897186832829,32.2,289.5,50.2,31.2,6.09,1.89
-27.4256115890618,-51.1897187604352,32.8,224.7,55.4,31.8,6.21,2.16
-27.4256567290479,-51.1897188375878,35.9,249.8,59.8,21.1,6.33,1.67
-27.4257018690337,-51.1897189147404,27.5,267.9,54.3,30.2,6.15,2.0
-27.4257470090192,-51.1897189918933,37.2,294.8,57.9,23.9,6.12,2.33
-27.4257921490044,-51.1897190690464,32.2,274.7,60.5,26.1,6.12,2.03
-27.4258372889893,-51.1897191461996,31.4,219.1,54.7,31.4,6.15,1.79
-27.4258824289739,-51.189719223353,29.6,246.5,47.2,26.8,6.25,1.69
-27.4259275689582,-51.1897193005066,27.7,284.4,48.1,29.0,6.34,1.96
-27.4259727089423,-51.1897193776603,35.2,274.2,53.5,23.5,5.87,2.03
-27.426017848926,-51.1897194548143,32.9,272.9,63.1,22.4,6.24,1.85
-27.4260629889095,-51.1897195319684,28.8,292.5,45.0,26.0,6.09,1.64
-27.4261081288926,-51.1897196091227,28.8,263.4,56.2,25.8,6.08,2.05
-27.4261532688755,-51.1897196862772,31.7,284.4,55.3,25.1,6.06,1.8
-27.4261984088581,-51.1897197634319,37.7,303.4,57.0,26.3,6.01,1.89
-27.4262435488404,-51.1897198405867,32.0,275.1,53.6,31.8,6.21,2.06
-27.4262886888224,-51.1897199177417,28.2,252.8,54.2,22.4,6.16,1.8
-27.4263338288041,-51.1897199948969,32.0,262.2,54.0,20.1,6.22,2.07
-27.4263789687855,-51.1897200720523,32.0,252.8,48.8,29.9,6.18,1.93
-27.4264241087666,-51.1897201492079,24.7,226.1,43.5,28.5,6.08,1.9
-27.4264692487474,-51.1897202263636,32.6,255.2,64.2,32.1,6.05,1.76
-27.4265143887279,-51.1897203035196,32.1,283.8,53.0,21.4,6.05,1.99
-27.4265595287082,-51.1897203806757,34.9,271.4,48.8,26.8,6.14,1.63
-27.4266046686881,-51.189720457832,38.4,298.4,59.7,28.1,6.23,1.65
-27.4266498086678,-51.1897205349884,36.2,274.2,51.8,28.6,6.22,2.04
-27.4266949486471,-51.1897206121451,32.0,289.1,55.6,29.7,6.05,1.45
-27.4267400886262,-51.1897206893019,29.5,236.3,56.7,22.5,6.11,1.85
-27.426785228605,-51.1897207664589,40.6,262.8,50.8,27.3,6.36,1.52
-27.4268303685834,-51.1897208436161,33.1,266.3,57.4,26.5,6.16,1.99
-27.42694263395,-51.1896198599142,32.9,255.2,53.1,29.8,6.12,1.79
-27.426897493972,-51.1896197827977,32.8,302.3,59.0,26.1,6.24,1.42
-27.4268523539936,-51.1896197056814,33.5,233.3,59.7,30.6,6.18,2.1
-27.4268072140151,-51.1896196285653,32.5,269.7,58.0,22.4,5.97,1.73
-27.4267620740362,-51.1896195514493,31.2,294.7,40.9,30.1,6.1,2.05
-27.426716934057,-51.1896194743335,31.3,287.4,56.3,24.2,6.1,1.86
-27.4266717940775,-51.189619397218,32.9,264.6,59.6,29.8,6.14,1.78
-27.4266266540977,-51.1896193201025,31.3,254.3,53.3,24.0,6.09,1.57
-27.4265815141177,-51.1896192429873,30.8,294.2,46.6,27.9,6.32,2.05
-27.4265363741373,-51.1896191658723,33.3,262.0,53.4,26.8,6.14,1.7
